City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential
Sinzig;0;5.000.001 - 25.000.000;18000000;43;4;20 - 49;291;291;291;30;108;107;5;1839.4423907866797
Mülheim;0;25.000.001 - 50.000.000;26351690;85;14;20 - 49;291;291;291;23;663;655;31;1869.0622025878793
Raesfeld;0;2.500.001 - 5.000.000;3800000;40;14;20 - 49;291;291;291;42;74;73;1;2993.4462458182797
Roth;0;5.000.001 - 25.000.000;10800000;31;14;50 - 99;291;290;290;50;34;33;3;2031.89393871228
Hamburg;0;5.000.001 - 25.000.000;22460000;15;16;20 - 49;291;291;291;35;1080;822;409;1819.1468387279992
Rostock;0;5.000.001 - 25.000.000;7800000;40;20;20 - 49;291;290;291;43;139;134;15;2844.571002739079
Aichach;0;5.000.001 - 25.000.000;21990000;24;14;20 - 49;291;290;290;32;40;38;3;1750.24346640708
Am Ohmberg;0;2.500.001 - 5.000.000;4000000;40;31;20 - 49;291;292;292;40;17;17;0;3632.9511441874793
Diez;0;5.000.001 - 25.000.000;6766000;21;14;10 - 19;291;290;291;15;101;101;2;1671.5907105682795
Saarbrücken;0;5.000.001 - 25.000.000;5500000;55;14;20 - 49;291;291;291;25;;;;2079.3106965730794
Eberswalde;0;500.001 - 2.500.000;2100000;24;14;20 - 49;291;290;292;44;27;27;2;1967.5496408398803
Remscheid;0;;;43;20;10 - 19;291;292;292;10;182;178;12;1453.9627971766804
Berlin;0;5.000.001 - 25.000.000;5569111;84;3;20 - 49;291;290;291;47;2109;2016;227;1839.334191301199
Möttingen;0;;;27;14;50 - 99;291;290;290;50;21;20;1;1972.7517524026803
Neustadt;0;500.001 - 2.500.000;1990039;39;14;20 - 49;291;292;292;27;15;15;0;2030.66832646188
Ulm;0;;;57;14;20 - 49;291;290;291;22;228;224;7;1938.6510925642797
Lüdinghausen;0;2.500.001 - 5.000.000;3185000;44;16;20 - 49;291;290;291;22;52;50;4;3062.811057879481
Buttenwiesen;0;2.500.001 - 5.000.000;3949000;57;11;20 - 49;291;292;290;26;20;20;0;1993.4797943842802
Miesbach;0;500.001 - 2.500.000;1725000;20;14;20 - 49;291;290;291;24;52;51;1;1880.59503948348
Raesfeld;0;500.001 - 2.500.000;2460000;41;4;10 - 19;291;291;291;14;77;76;1;1551.73757619948
Menden;0;500.001 - 2.500.000;1300000;43;4;10 - 19;291;290;291;16;108;106;3;1549.4844461482799
Karlstein;0;5.000.001 - 25.000.000;10000000;63;14;10 - 19;291;290;291;19;232;228;14;2014.6665225370798
Hamburg;0;500.001 - 2.500.000;800000;52;14;10 - 19;291;291;291;15;1618;1237;615;1269.7605710615996
Rott;0;500.001 - 2.500.000;1600000;40;14;10 - 19;291;290;291;10;44;44;2;1992.7225157182802
Berkholz-Meyenburg;0;5.000.001 - 25.000.000;7800000;39;14;20 - 49;290;292;292;33;;;;2071.6061685262794
Hamburg;0;;;63;13;10 - 19;291;291;291;12;1696;1297;636;1647.0976073807997
Samtens;0;2.500.001 - 5.000.000;2573000;43;14;10 - 19;291;290;291;16;12;12;0;1692.6835019986806
Schwabmünchen;0;5.000.001 - 25.000.000;6000000;40;14;20 - 49;291;290;291;27;36;36;2;2835.9644779702794
Köln;0;;;83;28;20 - 49;291;291;291;44;1052;1038;49;2047.067361008399
Essen;0;2.500.001 - 5.000.000;4000000;40;14;20 - 49;291;291;291;48;;;;3887.2254324742794
Bochum;0;500.001 - 2.500.000;2000000;40;14;20 - 49;291;290;291;30;;;;3145.928412640679
Aschheim;0;2.500.001 - 5.000.000;4600000;25;14;20 - 49;291;291;291;23;1298;1262;90;2173.5432239651996
Ellrich;0;;;74;4;20 - 49;291;291;290;25;14;13;1;1914.37737125148
Berlin;0;;;55;3;20 - 49;291;290;291;25;3120;2993;320;1902.2914664315992
Rosdorf;0;500.001 - 2.500.000;2500000;31;14;20 - 49;291;290;291;36;72;70;2;2009.30507729868
Mühltal;0;500.001 - 2.500.000;2000000;55;14;10 - 19;291;290;292;15;;;;1602.1926006886797
Dannstadt-Schauernheim;0;500.001 - 2.500.000;2300000;25;14;10 - 19;291;291;291;17;219;217;10;1874.70373919148
Zellingen;0;500.001 - 2.500.000;1800000;44;18;20 - 49;291;290;292;25;51;51;1;2284.8409771678803
Rödinghausen;0;5.000.001 - 25.000.000;5500000;24;14;10 - 19;291;290;290;15;85;84;4;1638.8493350122794
Freiburg;0;5.000.001 - 25.000.000;9144665;25;14;20 - 49;291;291;291;43;264;259;13;2079.3106965730794
Norderstedt;0;500.001 - 2.500.000;2400000;39;14;20 - 49;291;290;290;20;706;574;226;1981.357381479479
Berlin;0;5.000.001 - 25.000.000;12268034;22;16;20 - 49;291;290;291;37;1614;1547;148;1849.993744211999
Weidhausen;0;500.001 - 2.500.000;1000000;42;14;10 - 19;291;290;290;19;;;;1731.3847513954797
Erbach;0;500.001 - 2.500.000;505000;56;14;10 - 19;291;291;292;14;12;12;0;1233.8036657806801
Wiefelstede;0;5.000.001 - 25.000.000;5489269;22;14;20 - 49;291;291;291;46;131;128;5;2079.3106965730794
Düsseldorf;0;500.001 - 2.500.000;2000000;62;14;20 - 49;291;291;291;26;877;865;58;2194.2751717235997
Löningen;0;2.500.001 - 5.000.000;2800000;1;13;20 - 49;291;290;292;25;20;20;0;2004.7999859830802
Ahrensburg;0;25.000.001 - 50.000.000;27000000;41;14;20 - 49;291;290;290;23;257;215;78;1748.4210349390794
Pfullingen;0;2.500.001 - 5.000.000;4200000;63;14;20 - 49;291;290;291;34;167;162;12;2116.4740740610796
Hamburg;0;5.000.001 - 25.000.000;7400000;9;14;20 - 49;291;290;291;30;1636;1244;630;1923.814626385199
Erligheim;0;250.001 - 500.000;400000;72;4;10 - 19;291;290;291;18;159;158;5;1568.9666138974799
Hanau;0;2.500.001 - 5.000.000;3200000;41;16;20 - 49;291;290;291;26;;;;2017.60370996028
Crailsheim;0;;;42;16;20 - 49;291;290;292;23;26;25;1;1992.69953715588
Hamburg;0;5.000.001 - 25.000.000;7300000;56;20;20 - 49;291;291;291;44;1700;1326;617;1942.5640259171992
Uetze;0;;;78;14;20 - 49;291;291;291;25;14;14;0;2724.43824007788
Berlin;0;500.001 - 2.500.000;1200000;40;14;10 - 19;291;291;291;12;1414;1358;138;1811.4640397027997
Bad Münder;0;500.001 - 2.500.000;2000000;42;4;20 - 49;291;290;291;22;40;39;2;2358.9209509906805
Fehmarn;0;;;50;4;20 - 49;291;290;290;40;3;3;0;2001.2293599946806
Türkheim;0;5.000.001 - 25.000.000;9055000;17;24;50 - 99;291;290;292;50;;;;2043.95385572628
Hamburg;0;500.001 - 2.500.000;1600000;48;14;10 - 19;291;291;291;11;1696;1300;638;1493.2862809415994
Trittau;0;500.001 - 2.500.000;1700000;31;31;20 - 49;291;290;291;23;32;31;3;1978.60494851868
Oldenburg;0;;;75;28;20 - 49;291;290;291;40;122;119;5;2017.9116020674799
Weinheim;0;250.001 - 500.000;285000;62;14;10 - 19;;;;19;373;358;29;1552.7146013074798
Berlin;0;500.001 - 2.500.000;1700000;42;14;20 - 49;291;291;291;24;1148;1108;116;2194.2751717235997
Mannheim;0;5.000.001 - 25.000.000;6000000;69;14;20 - 49;291;290;291;40;553;541;37;2135.942266513079
Vallendar;0;500.001 - 2.500.000;1675555;57;11;10 - 19;291;290;291;16;;;;1622.6858298250795
Trier;0;500.001 - 2.500.000;2245746;61;14;20 - 49;291;291;291;20;97;96;4;1979.90469530268
Neuburg;0;;;63;14;20 - 49;291;292;292;20;19;19;0;1955.70767591988
Leun;0;500.001 - 2.500.000;1500000;55;14;10 - 19;291;290;292;10;59;57;2;1501.9253619886804
Warburg;0;2.500.001 - 5.000.000;4346578;42;14;20 - 49;291;291;292;24;16;15;4;2528.9838950254803
Rohrdorf;0;500.001 - 2.500.000;1800000;24;14;10 - 19;291;292;292;14;56;55;3;1568.43617960388
Darmstadt;0;5.000.001 - 25.000.000;12337500;42;14;20 - 49;291;290;291;47;230;224;16;1960.3636189198796
Allersberg;0;100.001 - 250.000;200000;40;14;10 - 19;291;292;291;17;27;26;3;2270.20643499348
Lebach;0;2.500.001 - 5.000.000;3489668;27;14;20 - 49;291;290;291;25;70;69;6;2051.68838036748
Thalmässing;0;25.000.001 - 50.000.000;29000000;44;14;20 - 49;291;292;291;37;;;;2889.9609784990807
Meerane;0;500.001 - 2.500.000;1868452;39;14;20 - 49;291;290;291;25;91;88;5;2047.2738666046798
Bodnegg;0;2.500.001 - 5.000.000;5000000;24;14;20 - 49;291;292;292;26;84;83;4;2056.26372539748
Augsburg;0;500.001 - 2.500.000;2000000;17;14;20 - 49;290;290;291;30;;;;2017.9116020674799
Thaining;0;5.000.001 - 25.000.000;5300000;71;4;10 - 19;291;292;291;13;;;;1571.3255683810794
Frankfurt;0;2.500.001 - 5.000.000;4800000;55;14;20 - 49;291;291;291;36;836;810;73;2241.4905251771997
Hamburg;0;100.001 - 250.000;120000;69;14;10 - 19;291;291;291;10;1698;1296;642;1219.0973516927995
Petershagen;0;500.001 - 2.500.000;1196730;47;14;10 - 19;291;291;292;11;45;45;3;1770.0110319538799
Landshut;0;500.001 - 2.500.000;2200000;43;4;10 - 19;291;290;292;13;89;87;2;1503.4155940078797
Emmerthal;0;;;74;4;20 - 49;291;291;290;35;59;58;7;1914.37737125148
Hamburg;0;500.001 - 2.500.000;2000000;63;14;10 - 19;291;290;291;12;1729;1332;648;1567.8479665247994
Mainz;0;500.001 - 2.500.000;1725934;56;16;20 - 49;290;290;291;28;383;373;19;1987.2114732874797
Pöttmes;0;500.001 - 2.500.000;663681;41;16;10 - 19;291;292;290;15;8;8;0;1296.19605080748
Flensburg;0;;;62;14;50 - 99;291;291;291;50;40;39;1;1989.2442437386803
Jandelsbrunn;0;500.001 - 2.500.000;2450000;28;14;10 - 19;291;292;292;19;;;;1838.6519788534797
Braunschweig;0;2.500.001 - 5.000.000;4500000;31;14;50 - 99;291;291;291;50;196;194;4;2070.07236172908
Fellbach;0;500.001 - 2.500.000;2400000;42;22;20 - 49;291;290;291;24;738;724;42;2052.2554215876
Iffezheim;0;2.500.001 - 5.000.000;4300000;15;14;20 - 49;290;291;290;33;115;114;5;2124.06555330108
Hamburg;0;5.000.001 - 25.000.000;5568899;25;20;20 - 49;291;291;291;29;1554;1194;588;2006.373538453199
Landsberg;0;500.001 - 2.500.000;1503500;9;14;20 - 49;290;292;290;29;43;42;2;1946.9375294626802
München;0;bis 100.000;60000;26;14;10 - 19;291;290;291;10;1413;1364;111;1323.9789147767997
Neuffen;0;;;27;16;20 - 49;291;290;291;38;243;238;12;1999.16220253548
Penig;0;500.001 - 2.500.000;875000;40;14;10 - 19;291;291;290;14;83;81;3;1601.9614366894798
Appenweier;0;;;40;16;20 - 49;291;290;291;24;106;105;3;2709.0454146454795
Frankfurt;0;;;61;4;20 - 49;291;291;291;32;888;860;77;2187.5089872756
Niebüll;0;5.000.001 - 25.000.000;13000000;42;18;50 - 99;291;290;291;50;10;10;0;1858.12385634588
Flörsheim;0;5.000.001 - 25.000.000;18046000;36;14;20 - 49;291;291;291;42;319;312;19;1894.3826939146797
Wittislingen;0;2.500.001 - 5.000.000;2866667;57;11;10 - 19;291;292;292;11;23;23;0;1494.55397441268
Oberkirch;0;5.000.001 - 25.000.000;6000000;47;14;20 - 49;290;290;290;35;56;56;1;3114.3236518054796
Düsseldorf;0;50.000.001 - 500.000.000;63121954;42;14;10 - 19;291;291;291;10;868;856;59;1575.8317195703992
Norderstedt;0;50.000.001 - 500.000.000;113062473;59;14;10 - 19;291;290;291;15;780;639;247;1666.194195998399
Berlin;0;2.500.001 - 5.000.000;4400000;65;14;20 - 49;291;290;291;35;2606;2504;256;1938.3488995931993
Kalbach;0;5.000.001 - 25.000.000;7820000;74;4;20 - 49;291;290;290;22;34;34;0;2001.1367590762802
Stolberg;0;;;36;14;20 - 49;291;290;291;27;376;372;14;2025.50308130748
Nordhausen;0;5.000.001 - 25.000.000;12000000;41;14;20 - 49;291;290;292;49;;;;1966.7761128562797
Zwenkau;0;5.000.001 - 25.000.000;8500000;40;16;20 - 49;291;291;291;30;118;118;3;2844.571002739079
Kehrig;0;;;57;11;10 - 19;291;290;292;13;31;30;2;1515.4499185246796
Hamburg;0;5.000.001 - 25.000.000;14000000;44;14;10 - 19;291;291;291;11;1651;1260;629;1851.3091766207995
Halle;0;5.000.001 - 25.000.000;8219808;42;14;10 - 19;291;291;291;18;49;48;2;2013.65147700828
Hamm;0;5.000.001 - 25.000.000;5785534;33;14;20 - 49;291;291;291;37;94;87;13;1967.4743371882798
Geesthacht;0;;;42;14;10 - 19;291;290;291;12;64;60;6;1624.6248939586803
Bremen;0;250.001 - 500.000;340000;61;13;20 - 49;291;290;291;43;319;311;19;1589.70646254348
Nordhorn;0;500.001 - 2.500.000;550000;40;14;10 - 19;291;291;292;11;25;23;2;1738.41146469468
Kritzow;0;5.000.001 - 25.000.000;5500000;41;16;20 - 49;291;290;291;30;32;30;4;1990.4088237154797
Olching;0;500.001 - 2.500.000;1100000;43;20;20 - 49;291;290;291;28;340;334;25;1716.5648759194798
Kranzberg;0;250.001 - 500.000;450000;43;14;20 - 49;291;292;291;20;58;58;0;1483.39532773068
Nauheim;0;5.000.001 - 25.000.000;5900000;27;14;20 - 49;291;290;291;20;169;165;10;2023.5694358050796
Nürnberg;0;500.001 - 2.500.000;2500000;55;14;10 - 19;291;290;291;16;520;507;44;1822.6489000714794
Weiherhammer;0;;;9;16;20 - 49;291;292;292;20;31;27;5;1955.70767591988
Ahaus;0;2.500.001 - 5.000.000;3800000;71;14;50 - 99;291;290;291;50;;;;1966.84252711308
Rottenburg;0;5.000.001 - 25.000.000;25000000;30;16;50 - 99;291;292;291;50;;;;1718.8757366878801
Germering;0;250.001 - 500.000;275000;56;16;10 - 19;291;290;291;19;;;;1552.7146013074798
Marktheidenfeld;0;2.500.001 - 5.000.000;3766150;9;14;20 - 49;291;290;292;30;12;12;1;2107.75450048548
Stuttgart;0;5.000.001 - 25.000.000;8200000;43;16;20 - 49;291;290;291;24;683;665;36;2050.7987354410793
Schleiden;0;;;24;16;20 - 49;291;291;291;26;30;30;3;1984.1551809826801
Köln;0;;;42;14;20 - 49;291;290;291;30;963;949;48;2201.8666509635996
Heidelberg;0;500.001 - 2.500.000;2200000;73;3;10 - 19;291;291;291;10;;;;1553.1473399914798
Röthenbach;0;5.000.001 - 25.000.000;9006598;33;14;10 - 19;291;290;290;18;174;170;18;1940.70737396508
Wolfsburg;0;500.001 - 2.500.000;2200000;63;20;20 - 49;291;290;291;22;47;46;1;2009.30507729868
Stadtroda;0;5.000.001 - 25.000.000;7310172;33;14;20 - 49;291;291;291;27;56;54;5;1989.15354399228
Wesel;0;5.000.001 - 25.000.000;13484537;43;20;20 - 49;291;291;291;39;86;84;4;1830.8358660178799
Eschwege;0;500.001 - 2.500.000;2500000;40;14;20 - 49;291;291;292;39;9;9;1;3249.095468669878
Jarmen;0;5.000.001 - 25.000.000;10100000;39;14;20 - 49;291;290;292;44;3;2;1;2062.99964375748
Hamburg;0;;;57;4;20 - 49;291;291;291;31;1703;1306;638;1797.515372948399
Bad Kissingen;0;5.000.001 - 25.000.000;8000000;63;13;10 - 19;291;290;292;15;23;22;1;1656.2947032814795
Sennfeld;0;500.001 - 2.500.000;1300000;10;14;10 - 19;291;291;291;15;65;65;5;1417.4132555362803
Berlin;0;50.000.001 - 500.000.000;100050666;25;14;20 - 49;291;291;291;45;2978;2858;290;1761.0361309919992
Zell;0;5.000.001 - 25.000.000;9700000;42;31;20 - 49;291;290;291;28;164;161;8;2079.3106965730794
Adlkofen;0;2.500.001 - 5.000.000;3000000;40;13;10 - 19;291;292;292;19;73;72;1;2731.1949569988
Ravensburg;0;2.500.001 - 5.000.000;3336148;27;14;10 - 19;291;291;290;19;82;81;2;1978.1431942354802
Königswinter;0;;;21;14;50 - 99;291;292;291;50;182;179;19;1997.85076850748
Holzminden;0;500.001 - 2.500.000;1550000;40;14;20 - 49;291;291;290;20;16;15;3;2542.29891496068
München;0;;;59;16;20 - 49;291;290;291;25;1693;1643;119;1985.4295221755995
Meckenbeuren;0;2.500.001 - 5.000.000;4200000;21;16;20 - 49;291;290;291;29;83;81;5;2107.8675492922803
Garching;0;5.000.001 - 25.000.000;15300000;42;14;20 - 49;291;290;291;44;542;525;36;1943.4227846146794
Stuttgart;0;5.000.001 - 25.000.000;16354000;69;14;20 - 49;291;291;291;25;837;814;57;1941.7699972187995
Schönheide;0;2.500.001 - 5.000.000;3500000;41;14;20 - 49;291;290;291;22;37;37;0;2001.4057059514798
Weissach;0;;;78;4;20 - 49;291;291;290;40;113;112;3;2039.8270382914802
Teistungen;0;500.001 - 2.500.000;1021616;15;14;10 - 19;291;291;292;16;;;;1544.5750699174796
Duisburg;0;50.000.001 - 500.000.000;92133000;23;14;20 - 49;291;291;290;30;;;;1840.57449162708
Nürnberg;0;5.000.001 - 25.000.000;7000000;69;14;10 - 19;291;291;291;11;510;496;48;1664.1488038450789
Bad Berleburg;0;5.000.001 - 25.000.000;5200000;42;14;10 - 19;291;291;292;17;8;8;0;1919.79178088148
Wiesbaden;0;2.500.001 - 5.000.000;2700000;62;14;20 - 49;291;291;291;34;416;405;23;2062.66645879548
Hanau;0;500.001 - 2.500.000;650000;1;14;10 - 19;291;291;291;11;219;216;11;1324.30756846428
Buxtehude;0;5.000.001 - 25.000.000;20000000;9;14;20 - 49;291;290;291;47;54;48;9;1730.3300454790801
Hagen;0;500.001 - 2.500.000;936514;84;14;20 - 49;291;290;291;22;291;286;10;1698.0171152242795
Düsseldorf;0;;;62;14;20 - 49;291;291;291;30;871;859;59;2194.2751717235997
Barsinghausen;0;25.000.001 - 50.000.000;47500000;43;31;10 - 19;291;291;291;18;78;77;2;1741.78673935908
Baden-Baden;0;500.001 - 2.500.000;1500000;56;3;20 - 49;291;291;290;25;117;116;4;1955.54405423148
Raubling;0;500.001 - 2.500.000;1160000;84;14;20 - 49;291;291;291;22;88;88;3;1776.7878217234797
Lübeck;0;5.000.001 - 25.000.000;9026909;38;16;20 - 49;291;291;291;25;139;130;15;2079.3106965730794
Hannover;0;500.001 - 2.500.000;1529614;77;14;50 - 99;290;290;291;50;643;633;26;2050.2779381074797
Zwickau;0;500.001 - 2.500.000;1854176;39;14;10 - 19;291;291;291;12;115;115;4;1591.1161292974798
Wiesbaden;0;5.000.001 - 25.000.000;8600000;62;14;20 - 49;291;291;291;20;371;362;16;2042.3188353370795
Heidelberg;0;2.500.001 - 5.000.000;3350000;73;3;20 - 49;291;291;291;46;269;268;15;2079.04430466828
Gräfelfing;0;500.001 - 2.500.000;2000000;42;14;20 - 49;291;291;291;25;1415;1373;102;2194.2751717235997
Leverkusen;0;;;43;31;10 - 19;291;290;291;17;446;443;13;1878.4361364754798
München;0;2.500.001 - 5.000.000;3500000;65;14;20 - 49;291;291;291;31;1501;1456;108;2152.1266872323995
Wiesbaden;0;;;61;13;20 - 49;291;290;291;24;375;369;15;2017.9116020674799
Bad Wurzach;0;5.000.001 - 25.000.000;6884454;36;14;20 - 49;291;290;291;22;;;;2079.3106965730794
Münster;0;2.500.001 - 5.000.000;3500000;43;14;10 - 19;291;291;291;10;208;202;12;1559.3397394642793
Eschelbronn;0;5.000.001 - 25.000.000;6634482;27;14;20 - 49;291;290;290;44;;;;2079.3106965730794
Grünwald;0;5.000.001 - 25.000.000;7000000;62;;10 - 19;291;290;291;15;850;827;57;1771.061410694399
Rüthen;0;5.000.001 - 25.000.000;5200000;15;14;50 - 99;291;292;292;50;;;;2043.95385572628
Kassel;0;500.001 - 2.500.000;2300000;42;20;10 - 19;291;291;291;14;213;209;17;1691.2907403274796
Frankfurt;0;2.500.001 - 5.000.000;4650000;52;3;10 - 19;291;291;291;16;862;835;74;1817.8648396464
Karlsruhe;0;2.500.001 - 5.000.000;3937488;40;14;20 - 49;291;291;291;36;292;286;16;2988.9719634671997
Plattling;0;5.000.001 - 25.000.000;5400000;42;14;20 - 49;291;290;291;25;20;20;1;2499.52504558428
Lemgo;0;5.000.001 - 25.000.000;7000000;57;11;20 - 49;291;291;291;40;59;57;6;1989.15354399228
Mayen;0;;;76;13;10 - 19;291;290;292;11;41;40;2;1535.5267543198806
Berlin;0;;;62;20;20 - 49;291;291;291;35;3163;3039;319;1902.2914664315992
Grimma;0;2.500.001 - 5.000.000;4250000;1;16;20 - 49;291;290;292;37;49;49;0;2100.16302124548
Kulmbach;0;2.500.001 - 5.000.000;3185000;16;14;20 - 49;290;292;292;42;48;46;6;1931.8530056086802
Berlin;0;;;72;14;20 - 49;291;291;291;25;;;;2603.5007852866797
Schwäbisch Gmünd;0;500.001 - 2.500.000;2300000;55;16;20 - 49;291;290;291;27;72;69;5;2009.30507729868
Dresden;0;500.001 - 2.500.000;1400000;40;14;20 - 49;291;290;291;24;301;292;27;2750.5813167982797
Kamp-Lintfort;0;5.000.001 - 25.000.000;6100000;73;14;20 - 49;291;291;291;44;;;;2060.5612970410793
Leimen;0;250.001 - 500.000;271000;65;14;10 - 19;291;290;291;12;283;282;13;1227.29728786428
Linnich;0;;;39;14;10 - 19;291;291;291;10;135;135;6;1553.1473399914798
Dortmund;0;;;41;14;20 - 49;291;291;291;36;;;;1998.16570271148
Beselich;0;500.001 - 2.500.000;790000;56;3;20 - 49;291;290;292;30;99;98;2;1752.06555981588
Essen;0;500.001 - 2.500.000;1700000;42;14;20 - 49;291;291;291;30;519;514;27;2066.9516927674795
Hamburg;0;500.001 - 2.500.000;960000;76;14;10 - 19;290;291;291;10;1685;1306;619;1385.5664307647999
Korschenbroich;0;250.001 - 500.000;458380;27;14;20 - 49;291;290;291;22;;;;1570.95706301148
Rüdesheim am Rhein;0;2.500.001 - 5.000.000;2587521;39;14;20 - 49;291;291;290;29;78;77;4;2075.5362319966803
Stockelsdorf;0;5.000.001 - 25.000.000;6600000;42;14;10 - 19;291;290;290;16;;;;1815.6962256970796
Norderstedt;0;2.500.001 - 5.000.000;4400000;42;20;10 - 19;291;291;291;18;282;253;56;2071.14157820508
Halberstadt;0;500.001 - 2.500.000;1150000;50;14;20 - 49;291;290;292;39;19;19;0;1752.06555981588
Bremen;0;500.001 - 2.500.000;1600000;50;16;20 - 49;291;290;291;40;317;309;19;1964.4450663274797
Gräfelfing;0;2.500.001 - 5.000.000;4000000;26;14;20 - 49;291;291;291;30;1420;1377;103;2241.4905251771997
Kaisersesch;0;500.001 - 2.500.000;820000;27;14;10 - 19;291;292;292;10;;;;1343.42527871748
Hamburg;0;50.000.001 - 500.000.000;51313680;52;14;20 - 49;291;291;291;31;1290;1001;468;1891.8509257679993
Ebergötzen;0;;;77;4;20 - 49;291;292;291;45;;;;1992.3960180874801
Wuppertal;0;5.000.001 - 25.000.000;6500000;55;14;10 - 19;291;290;291;13;423;416;24;1661.4478358050792
Duisburg;0;500.001 - 2.500.000;1200000;47;14;10 - 19;291;291;291;11;471;465;22;1899.7824347038795
Dortmund;0;50.000.001 - 500.000.000;270000000;42;20;20 - 49;291;290;291;23;438;429;25;1923.4190980318795
Greifswald;0;500.001 - 2.500.000;1300000;43;14;10 - 19;291;290;291;10;24;23;2;1339.72813017948
Berlin;0;2.500.001 - 5.000.000;4013000;43;14;20 - 49;291;290;291;29;2858;2732;305;1859.3363379731995
Heilbronn;0;500.001 - 2.500.000;1500000;42;14;10 - 19;291;290;291;12;242;238;10;1607.2215056362797
Neuwied;0;250.001 - 500.000;420000;50;4;20 - 49;291;290;291;26;144;139;17;1564.19087856348
Großbeeren;0;5.000.001 - 25.000.000;7700000;42;16;20 - 49;291;291;291;32;667;642;58;2160.2808955330793
Heidelberg;0;250.001 - 500.000;450000;44;14;10 - 19;291;291;291;15;;;;1439.3632098754802
Oppenau;0;5.000.001 - 25.000.000;8000000;59;14;20 - 49;291;292;292;22;12;12;0;2062.99964375748
Fronreute;0;;;42;14;20 - 49;291;292;290;20;50;50;1;1963.41220396668
Hamburg;0;5.000.001 - 25.000.000;20000000;70;14;20 - 49;291;290;291;47;;;;1721.2615374478798
Ilsenburg;0;500.001 - 2.500.000;2041613;44;4;20 - 49;291;290;292;20;21;21;0;3033.265275167881
Delmenhorst;0;2.500.001 - 5.000.000;3540679;24;16;20 - 49;291;291;291;30;90;87;6;2026.53848405148
Wilnsdorf;0;500.001 - 2.500.000;1700000;42;14;10 - 19;291;291;292;13;71;69;5;1575.1596113086798
Northeim;0;5.000.001 - 25.000.000;10071406;42;16;20 - 49;291;291;290;46;23;23;0;2070.7041718042797
Hamburg;0;2.500.001 - 5.000.000;2909553;62;14;10 - 19;291;291;291;19;1688;1288;638;1819.5383526239996
Bruckmühl;0;500.001 - 2.500.000;2090000;40;14;10 - 19;291;291;291;10;;;;2101.6045118182797
Hattersheim;0;;;26;14;20 - 49;291;291;291;20;328;322;18;1980.9197408314799
Friedrichshafen;0;5.000.001 - 25.000.000;17000000;43;16;20 - 49;291;291;290;39;;;;1839.4423907866797
München;0;500.001 - 2.500.000;2500000;56;3;10 - 19;291;291;291;10;1723;1668;124;1612.3150274207997
Herrenberg;0;2.500.001 - 5.000.000;3950616;55;3;20 - 49;291;291;291;30;112;112;6;2237.58275377428
Hamburg;0;;;83;28;20 - 49;291;290;291;45;1155;897;418;2031.876606476399
Gera;0;500.001 - 2.500.000;1015791;63;14;10 - 19;291;290;291;14;87;84;8;1417.0750949314802
Alzenau;0;500.001 - 2.500.000;1690097;63;14;10 - 19;291;292;290;11;;;;1541.00282176428
Oberhonnefeld-Gierend;0;500.001 - 2.500.000;893000;40;14;10 - 19;291;290;291;10;33;32;1;1633.4952257182795
Templin;0;500.001 - 2.500.000;1200000;42;14;10 - 19;291;291;292;18;5;4;2;1793.54801657988
Düsseldorf;0;5.000.001 - 25.000.000;16000000;63;3;50 - 99;291;291;291;50;872;860;59;1925.283605592
Cochem;0;500.001 - 2.500.000;2000000;41;16;10 - 19;291;290;292;11;8;8;0;1458.90320113188
Salzgitter;0;2.500.001 - 5.000.000;3000000;36;4;20 - 49;291;290;291;20;69;69;3;2026.67973421548
Neuenhagen;0;500.001 - 2.500.000;1600000;47;14;20 - 49;291;291;291;22;;;;2404.69429007268
Meuselwitz;0;500.001 - 2.500.000;810000;69;14;20 - 49;;;;29;44;43;2;1768.6710999586799
Enkirch;0;500.001 - 2.500.000;2000000;24;4;10 - 19;291;290;292;15;;;;1550.7018256006795
Regensburg;0;500.001 - 2.500.000;1000000;44;14;20 - 49;291;290;291;24;157;151;16;2802.788938738681
Morbach;0;500.001 - 2.500.000;929393;72;4;10 - 19;291;291;292;14;5;5;1;1438.9138334746801
Emmerich;0;2.500.001 - 5.000.000;4000000;47;14;20 - 49;291;291;291;45;35;33;4;3306.26361191748
Hannover;0;50.000.001 - 500.000.000;99405627;42;14;50 - 99;291;291;291;50;736;725;30;1883.347773348
Neubrandenburg;0;500.001 - 2.500.000;1000000;69;31;50 - 99;291;290;290;50;41;37;5;1741.02068833068
Hamburg;0;500.001 - 2.500.000;1505433;85;20;20 - 49;291;291;291;21;1778;1379;651;1842.5331982355992
Leipzig;0;2.500.001 - 5.000.000;3491026;56;3;10 - 19;291;290;291;10;646;643;21;1598.8972136602792
